taxon,lineage,probability,pangoLEARN_version,status,note
SEARCH-5025-SAN,B.1.234,1.0,2021-04-01,passed_qc,
SEARCH-5026-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5027-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5028-SAN,B.1.232,1.0,2021-04-01,passed_qc,
SEARCH-5029-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5030-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5031-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5032-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5033-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5034-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5035-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5037-SAN,B.1.232,1.0,2021-04-01,passed_qc,
SEARCH-5038-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5039-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5041-SAN,B.1.577,1.0,2021-04-01,passed_qc,
SEARCH-5043-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5045-SAN,B.1.1.432,1.0,2021-04-01,passed_qc,
SEARCH-5046-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5047-SAN,B.1.232,1.0,2021-04-01,passed_qc,
SEARCH-5048-SAN,B.1.234,1.0,2021-04-01,passed_qc,
SEARCH-5049-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5050-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5051-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5052-SAN,B.1.234,1.0,2021-04-01,passed_qc,
SEARCH-5053-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5055-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5056-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5057-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5059-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5060-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5061-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5064-SAN,B.1.556,1.0,2021-04-01,passed_qc,
SEARCH-5066-SAN,B.1.1.358,1.0,2021-04-01,passed_qc,
SEARCH-5068-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5069-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5070-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5071-SAN,B.1.239,1.0,2021-04-01,passed_qc,
SEARCH-5072-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5073-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5074-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5075-SAN,B.1.397,1.0,2021-04-01,passed_qc,
SEARCH-5077-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5080-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5082-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5083-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5084-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5087-SAN,B.1.421,1.0,2021-04-01,passed_qc,
SEARCH-5088-SAN,B.1.1.370,1.0,2021-04-01,passed_qc,
SEARCH-5089-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5090-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5091-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5093-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5094-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5096-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5097-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5098-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5100-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5101-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5104-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5107-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5108-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5109-SAN,B.1.609,1.0,2021-04-01,passed_qc,
SEARCH-5110-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5111-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5112-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5114-SAN,B.1.551,1.0,2021-04-01,passed_qc,
SEARCH-5115-KER,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5116-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5118-SAN,B.1.551,1.0,2021-04-01,passed_qc,
SEARCH-5121-SAN,B.1.1.222,1.0,2021-04-01,passed_qc,
SEARCH-5122-SAN,B.1.232,1.0,2021-04-01,passed_qc,
SEARCH-5123-SAN,B.1.551,1.0,2021-04-01,passed_qc,
SEARCH-5124-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5127-SAN,B.1.232,1.0,2021-04-01,passed_qc,
SEARCH-5128-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5129-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5130-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5132-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5133-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5134-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5135-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5136-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5137-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5138-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5139-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5140-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5141-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5142-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5143-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5144-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5145-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5146-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5147-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5148-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5149-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5150-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5151-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5152-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5153-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5154-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5155-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5156-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5157-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5158-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5159-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5160-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5161-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5162-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5163-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5164-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5165-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5166-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5167-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5168-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5169-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5170-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5171-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5172-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5173-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5174-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5175-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5176-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5177-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5178-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5179-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5180-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5181-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5182-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5183-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5184-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5185-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5186-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5187-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5188-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5189-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5190-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5191-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5192-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5193-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5194-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5195-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5196-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5197-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5198-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5199-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5200-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5201-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5202-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5203-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5204-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5205-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5206-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5207-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5208-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5209-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5210-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5211-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5212-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5213-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5214-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5215-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5216-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5217-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5218-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5219-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5220-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5221-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5222-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5223-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5224-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5225-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5226-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5227-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5228-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5229-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5230-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5231-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5232-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5233-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5234-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5235-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5236-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5237-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5238-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5239-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5240-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5241-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5242-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5243-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5244-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5245-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5246-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5247-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5248-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5249-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5250-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5251-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5252-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5253-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5254-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5255-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5256-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5257-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5258-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5259-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5260-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5261-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5262-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5263-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5264-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5265-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5266-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5267-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5268-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5269-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5270-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5271-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5272-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5273-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5274-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5275-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5276-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5277-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5278-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5279-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5280-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5281-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5282-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5283-JOR,B.1.36,1.0,2021-04-01,passed_qc,
SEARCH-5284-JOR,B.1.36,1.0,2021-04-01,passed_qc,
SEARCH-5285-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5286-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5287-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5288-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5289-JOR,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5290-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5291-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5292-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5293-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5294-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5295-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5296-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5297-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5298-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5299-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5300-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5301-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5302-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5303-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5304-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5305-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5306-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5307-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5308-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5309-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5310-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5311-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5312-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5313-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5314-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5315-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5316-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5317-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5318-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5319-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5320-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5321-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5322-JOR,C.16,1.0,2021-04-01,passed_qc,
SEARCH-5323-JOR,B.1.36.10,1.0,2021-04-01,passed_qc,
SEARCH-5324-JOR,B.1.36,1.0,2021-04-01,passed_qc,
SEARCH-5325-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5326-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5327-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5328-SAN,B.1.396,1.0,2021-04-01,passed_qc,
SEARCH-5329-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5330-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5331-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5332-SAN,B.1.234,1.0,2021-04-01,passed_qc,
SEARCH-5333-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5334-SAN,B.1.234,1.0,2021-04-01,passed_qc,
SEARCH-5335-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5336-SAN,B.1.421,1.0,2021-04-01,passed_qc,
SEARCH-5337-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5339-SAN,B.1.402,1.0,2021-04-01,passed_qc,
SEARCH-5340-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5341-SAN,B.1.595,1.0,2021-04-01,passed_qc,
SEARCH-5342-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5343-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5344-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5345-SAN,B.1.126,1.0,2021-04-01,passed_qc,
SEARCH-5346-SAN,B.1.1.222,1.0,2021-04-01,passed_qc,
SEARCH-5347-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5348-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5349-SAN,B.1.1.348,1.0,2021-04-01,passed_qc,
SEARCH-5350-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5351-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5352-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5353-SAN,B.1.111,1.0,2021-04-01,passed_qc,
SEARCH-5355-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5356-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5357-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5358-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5359-SAN,B.1.241,1.0,2021-04-01,passed_qc,
SEARCH-5360-SAN,B.1.551,1.0,2021-04-01,passed_qc,
SEARCH-5361-SAN,B.1.1.174,1.0,2021-04-01,passed_qc,
SEARCH-5362-SAN,B.1.1.348,1.0,2021-04-01,passed_qc,
SEARCH-5363-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5364-SAN,B.1.595,1.0,2021-04-01,passed_qc,
SEARCH-5365-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5366-SAN,B.1.1.174,1.0,2021-04-01,passed_qc,
SEARCH-5367-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5368-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5369-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5370-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5371-SAN,B.1.588,1.0,2021-04-01,passed_qc,
SEARCH-5372-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5373-SAN,B.1.239,1.0,2021-04-01,passed_qc,
SEARCH-5374-SAN,B.1.1.222,1.0,2021-04-01,passed_qc,
SEARCH-5375-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5376-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5377-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5378-SAN,B.1.596,1.0,2021-04-01,passed_qc,
SEARCH-5379-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5380-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5381-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5382-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5383-SAN,P.2,1.0,2021-04-01,passed_qc,5/5 P.2 (B.1.1.28.2) SNPs
SEARCH-5384-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5385-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5386-SAN,B.1.240,1.0,2021-04-01,passed_qc,
SEARCH-5387-SAN,B.1.577,1.0,2021-04-01,passed_qc,
SEARCH-5388-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5389-SAN,B.1.1.512,1.0,2021-04-01,passed_qc,
SEARCH-5390-SAN,B.1.369,1.0,2021-04-01,passed_qc,
SEARCH-5391-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5392-SAN,B.1.596,1.0,2021-04-01,passed_qc,
SEARCH-5393-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5394-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5395-SAN,B.1.596,1.0,2021-04-01,passed_qc,
SEARCH-5396-SAN,B.1.346,1.0,2021-04-01,passed_qc,
SEARCH-5397-SAN,B.1.596,1.0,2021-04-01,passed_qc,
SEARCH-5398-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5399-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5400-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5401-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5402-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5403-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
SEARCH-5404-SAN,B.1.1,1.0,2021-04-01,passed_qc,
SEARCH-5405-SAN,B.1.558,1.0,2021-04-01,passed_qc,
SEARCH-5406-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5407-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5408-SAN,B.1.243,1.0,2021-04-01,passed_qc,
SEARCH-5409-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5410-SAN,B.1.1.416,1.0,2021-04-01,passed_qc,
SEARCH-5411-SAN,B.1.595,1.0,2021-04-01,passed_qc,
SEARCH-5412-SAN,B.1,1.0,2021-04-01,passed_qc,
SEARCH-5413-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5414-SAN,B.1.577,1.0,2021-04-01,passed_qc,
SEARCH-5415-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5416-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5417-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5419-SAN,B.1.2,1.0,2021-04-01,passed_qc,
SEARCH-5420-SAN,B.1.561,1.0,2021-04-01,passed_qc,
SEARCH-5421-SAN,B.1.427,1.0,2021-04-01,passed_qc,
SEARCH-5422-SAN,B.1.429,1.0,2021-04-01,passed_qc,
SEARCH-5424-JOR,B.1.1.312,1.0,2021-04-01,passed_qc,
